,Song,Performer,Relevance (Total Weeks on Chart),Count of no. 1,Year,Month,Popularity
251020,We Got To Live Together - Part I,Buddy Miles (1-1971),6,0,1971,1,0.0
250946,We Got A Thing That's In The Groove,The Capitols (12-1966),6,0,1966,12,0.0
252455,Wendy,The Beach Boys (11-1964),6,0,1964,11,0.0
252436,"Well-A, Well-A",Shirley & Lee (9-1961),6,0,1961,9,0.0
252856,What A Sweet Thing That Was,The Shirelles (8-1961),6,0,1961,8,0.0
252841,What A Shame,Foghat (6-1973),6,0,1973,6,0.0
252049,Weatherman Says,Jack Wagner (6-1987),6,0,1987,6,0.0
252290,Welcome To My Nightmare,Alice Cooper (11-1975),6,0,1975,11,0.0
248710,Walking Through Walls,The Escape Club (4-1989),6,0,1989,4,0.0
248576,Walking Into Sunshine,Central Line (12-1981),6,0,1981,12,0.0
249028,Want You For My Girlfriend,4 By Four (7-1987),6,0,1987,7,0.0
248892,Wanna Make Love (Come Flick My BIC),Sun (10-1976),6,0,1976,10,0.0
248491,Walking In L.a.,Missing Persons (4-1983),6,0,1983,4,0.0
249064,Wanted You,NAV Featuring Lil Uzi Vert (1-2018),6,0,2018,1,0.0
248407,Walkin' Shoes,Tora Tora (9-1989),6,0,1989,9,0.0
248205,Walk Right Up To The Sun,The Delfonics (12-1971),6,0,1971,12,0.0
250375,We Been Singin' Songs,Baron Stewart (10-1975),6,0,1975,10,0.0
250226,We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song],Pitbull Featuring Jennifer Lopez & Claudia Leitte (7-2014),6,0,2014,7,0.0
250149,Ways To Be Wicked,Lone Justice (6-1985),6,0,1985,6,0.0
249139,War Song,Neil Young & Graham Nash (8-1972),6,0,1972,8,0.0
249738,Watching The River Run,Loggins & Messina (4-1974),6,0,1974,4,0.0
249529,Watch Closely Now,Kris Kristofferson (6-1977),6,0,1977,6,0.0
256675,When I Get Thru With You (You'll Love Me Too),Patsy Cline (6-1962),6,0,1962,6,0.0
255815,What've I Done (To Make You Mad),Linda Jones (11-1967),6,0,1967,11,0.0
255763,What's Your Hurry Darlin',Ironhorse (5-1980),6,0,1980,5,0.0
255651,What's The Reason,Bobby Edwards (2-1962),6,0,1962,2,0.0
255870,Whatcha Gonna Do With My Lovin',Inner City (4-1990),6,0,1990,4,0.0
257810,The Story Of Rock And Roll,The Turtles (7-1968),6,0,1968,7,0.0
257693,When The Rain Comes Down,Andy Taylor (11-1986),6,0,1986,11,0.0
258240,The Things We Did Last Summer,Shelley Fabares (10-1962),6,0,1962,10,0.0
257612,When The Morning Comes,Hoyt Axton (7-1974),6,0,1974,7,0.0
257281,When Love Has Gone Away,Richard Cocciante (5-1976),6,0,1976,5,0.0
253625,What Good Am I Without You,Marvin Gaye & Kim Weston (11-1964),6,0,1964,11,0.0
253246,What Are Boys Made Of,The Percells (5-1963),6,0,1963,5,0.0
253534,What Does A Girl Do?,The Shirelles (10-1963),6,0,1963,10,0.0
253344,What Can You Get A Wookiee For Christmas (When He Already Owns A Comb?),The Star Wars Intergalactic Droid Choir & Chorale (1-1981),6,0,1981,1,0.0
253324,What Can I Do With This Broken Heart,England Dan & John Ford Coley (12-1979),6,0,1979,12,0.0
253318,What Can I Do For You?,Labelle (6-1975),6,0,1975,6,0.0
254871,What You Give,Tesla (5-1992),6,0,1992,5,0.0
254505,What She Does To Me (The Diana Song),The Producers (7-1981),6,0,1981,7,0.0
254351,What Love Is,Marty Balin (3-1983),6,0,1983,3,0.0
254828,What You Do To Me,Carl Wilson (6-1983),6,0,1983,6,0.0
241172,Why Do Lovers (Break Each Other's Heart?),Daryl Hall John Oates (11-1977),6,0,1977,11,0.0
241124,Why Did You Leave Me?,Vince Edwards (8-1962),6,0,1962,8,0.0
241105,Why Can't You Bring Me Home,Jay & The Americans (3-1966),6,0,1966,3,0.0
241477,Why Should I Cry,The Gentrys (3-1970),6,0,1970,3,0.0
240868,Wholesale Love,Buddy Miles (6-1971),6,0,1971,6,0.0
240573,Who's Lovin' You,Brenda & The Tabulations (7-1967),6,0,1967,7,0.0
240517,Who's Got Your Love,Nyasia (8-1992),6,0,1992,8,0.0
240670,Who's That Knocking,The Genies (5-1959),6,0,1959,5,0.0
240608,Who's Sorry Now,Marie Osmond (4-1975),6,0,1975,4,0.0
242937,Wind Beneath My Wings,Lou Rawls (4-1983),6,0,1983,4,0.0
242025,Wild Honey,The Beach Boys (12-1967),6,0,1967,12,0.0
238348,Where Love Has Gone,Jack Jones (9-1964),6,0,1964,9,0.0
238683,Where You Are,Jessica Simpson Featuring Nick Lachey (5-2000),6,0,2000,5,0.0
238689,Where You At,Jennifer Hudson (4-2011),6,0,2011,4,0.0
237870,Where Do I Go/Be-In/Hare Krishna,The Happenings (8-1969),6,0,1969,8,0.0
237942,Where Do You Go To (My Lovely),Peter Sarstedt (5-1969),6,0,1969,5,0.0
238259,Where Is My Mind,The Vanilla Fudge (3-1968),6,0,1968,3,0.0
238145,Where Have You Been All My Life,Fotomaker (5-1978),6,0,1978,5,0.0
239947,Who Got The Props,Black Moon (4-1993),6,0,1993,4,0.0
239713,Who Can I Turn To,Dionne Warwick (4-1965),6,0,1965,4,0.0
240147,Who Needs Ya,Steppenwolf (12-1970),6,0,1970,12,0.0
239484,White Lies,Grin (3-1972),6,0,1972,3,0.0
245687,Working Class Hero,Green Day (7-2007),6,0,2007,7,0.0
245791,"Workout Stevie, Workout",Little Stevie Wonder (11-1963),6,0,1963,11,0.0
247490,Yoga,Janelle Monae & Jidenna (8-2015),6,0,2015,8,0.0
247414,Yet...I Know (Et Pourtant),Steve Lawrence (10-1964),6,0,1964,10,0.0
247313,Yesterday's Dreams,Four Tops (8-1968),6,0,1968,8,0.0
246773,Yea - Yea (Class Cutter),Dale Hawkins (4-1959),6,0,1959,4,0.0
247158,"Yes, I'm Lonesome Tonight",Dodie Stevens (2-1961),6,0,1961,2,0.0
247136,"Yes Sir, That's My Baby",Ricky Nelson (10-1960),6,0,1960,10,0.0
243620,With A Little Help From My Friends,Joe Cocker (12-1968),6,0,1968,12,0.0
244032,Without Her,Herb Alpert (7-1969),6,0,1969,7,0.0
243093,"Winkin', Blinkin' And Nod",The Simon Sisters (5-1964),6,0,1964,5,0.0
243424,Wishful Sinful,The Doors (5-1969),6,0,1969,5,0.0
243347,Wish You Didn't Have To Go,James & Bobby Purify (3-1967),6,0,1967,3,0.0
245329,Words (are Impossible),Donny Gerrard (5-1976),6,0,1976,5,0.0
245295,Word Of Mouth,Mike + The Mechanics (5-1991),6,0,1991,5,0.0
244512,Woman From Tokyo,Deep Purple (10-1973),6,0,1973,10,0.0
244392,Wizard Of Love,The Ly - Dells (9-1961),6,0,1961,9,0.0
244518,Woman Helping Man,The Vogues (3-1969),6,0,1969,3,0.0
152301,Monsters' Holiday,"Bobby ""Boris"" Pickett And The Crypt-Kickers (1-1963)",6,0,1963,1,0.0
152303,No Matter What Sign You Are,Diana Ross & The Supremes (7-1969),6,0,1969,7,0.0
152304,Just Like A Woman,Bob Dylan (10-1966),6,0,1966,10,0.0
152319,Girls In Love,Gary Lewis And The Playboys (6-1967),6,0,1967,6,0.0
152207,Love Me With All Of Your Heart,The Bachelors (5-1966),6,0,1966,5,0.0
154313,Jumbo,Bee Gees (5-1968),6,0,1968,5,0.0
152409,"Hey, Let's Twist",Joey Dee & the Starliters (3-1962),6,0,1962,3,0.0
152413,Go Ahead And Cry,The Righteous Brothers (9-1966),6,0,1966,9,0.0
151980,Lady Jane,The Rolling Stones (8-1966),6,0,1966,8,0.0
152883,I Don't Want To Spoil The Party,The Beatles (3-1965),6,0,1965,3,0.0
152882,Let's Go Again (Where We Went Last Night),Hank Ballard And The Midnighters (3-1961),6,0,1961,3,0.0
153147,Maybe Just Today,Bobby Vee And The Strangers (3-1968),6,0,1968,3,0.0
153119,Fell In Love On Monday,Fats Domino (4-1961),6,0,1961,4,0.0
153124,Handbags And Gladrags,Rod Stewart (3-1972),6,0,1972,3,0.0
152656,My Bonnie (My Bonnie Lies Over The Ocean),The Beatles With Tony Sheridan (3-1964),6,0,1964,3,0.0
152555,I Take What I Want,James & Bobby Purify (8-1967),6,0,1967,8,0.0
152529,Gallant Men,Senator Everett McKinley Dirksen (1-1967),6,0,1967,1,0.0
152533,Escape-ism (Part 1),James Brown (7-1971),6,0,1971,7,0.0
152539,Laudy Miss Claudy,The Buckinghams (4-1967),6,0,1967,4,0.0
152783,Dum-De-Da,Bobby Vinton (6-1966),6,0,1966,6,0.0
150805,Lady Bird,Nancy Sinatra & Lee Hazlewood (11-1967),6,0,1967,11,0.0
151696,Lalena,Donovan (11-1968),6,0,1968,11,0.0
151261,Love's Made A Fool Of You,Bobby Fuller Four (5-1966),6,0,1966,5,0.0
151384,Flamingo,Herb Alpert & The Tijuana Brass (10-1966),6,0,1966,10,0.0
156112,I'm Here To Get My Baby Out Of Jail,The Everly Brothers (11-1962),6,0,1962,11,0.0
199146,(Open Up The Door) Let The Good Times In,Dean Martin (1-1967),6,0,1967,1,0.0
199144,Can't You Find Another Way (Of Doing It),Sam & Dave (9-1968),6,0,1968,9,0.0
199137,Cleo's Mood,Jr. Walker & The All Stars (2-1966),6,0,1966,2,0.0
199163,Someday Soon,Judy Collins (3-1969),6,0,1969,3,0.0
199130,Blessed Is The Rain,The Brooklyn Bridge Featuring Johnny Maestro (4-1969),6,0,1969,4,0.0
199277,Across 110th Street,Bobby Womack & Peace (4-1973),6,0,1973,4,0.0
199269,Settle Down (Goin' Down That Highway),"Peter, Paul & Mary (2-1963)",6,0,1963,2,0.0
199248,S-W-I-M,Bobby Freeman (12-1964),6,0,1964,12,0.0
199229,Anytime At All,Frank Sinatra (4-1965),6,0,1965,4,0.0
199244,Bad Misunderstanding,The Critters (1-1967),6,0,1967,1,0.0
199242,Remember (Christmas),Nilsson (1-1973),6,0,1973,1,0.0
199020,She'll Never Know,Brenda Lee (3-1963),6,0,1963,3,0.0
199028,Carmen,Herb Alpert & The Tijuana Brass (2-1968),6,0,1968,2,0.0
199030,As Long As He Takes Care Of Home,Candi Staton (2-1975),6,0,1975,2,0.0
199032,Born To Be Together,The Ronettes Featuring Veronica (3-1965),6,0,1965,3,0.0
199521,Ain't Got Time,The Impressions (4-1971),6,0,1971,4,0.0
199520,Safe In My Garden,The Mamas & The Papas (7-1968),6,0,1968,7,0.0
199519,Out In The Streets,The Shangri-Las (5-1965),6,0,1965,5,0.0
199514,All My Loving,The Beatles (5-1964),6,0,1964,5,0.0
199457,Searching For A Thrill,Starbuck (11-1978),6,0,1978,11,0.0
199447,Billion Dollar Babies,Alice Cooper (9-1973),6,0,1973,9,0.0
199531,Cinderella Sunshine,Paul Revere & The Raiders Featuring Mark Lindsay (11-1968),6,0,1968,11,0.0
199551,Above The Stars,Mr. Acker Bilk (8-1962),6,0,1962,8,0.0
199331,Ben Crazy,Dickie Goodman (8-1962),6,0,1962,8,0.0
199344,Somebody Else Is Taking My Place,Al Martino (5-1965),6,0,1965,5,0.0
199360,Are You Serious,Tyrone Davis (1-1983),6,0,1983,1,0.0
199352,A Love Of My Own,Carla Thomas (6-1961),6,0,1961,6,0.0
199349,Bon-Doo-Wah,The Orlons (1-1964),6,0,1964,1,0.0
199292,After The Fire Is Gone,Conway Twitty & Loretta Lynn (4-1971),6,0,1971,4,0.0
199417,Tell Her (You Love Her Every Day),Frank Sinatra (6-1965),6,0,1965,6,0.0
199440,"Can't Get Enough Of You, Baby",? (Question Mark) & The Mysterians (4-1967),6,0,1967,4,0.0
199387,Summer Of '42,Biddu Orchestra (11-1975),6,0,1975,11,0.0
198602,The Biggest Parakeets In Town,Jud Strunk (8-1975),6,0,1975,8,0.0
198387,Street Fighting Man,The Rolling Stones (10-1968),6,0,1968,10,0.0
198378,Big Boss Man,Elvis Presley (11-1967),6,0,1967,11,0.0
198485,Tell Me To My Face,Keith (4-1967),6,0,1967,4,0.0
198484,Ding Dong; Ding Dong,George Harrison (2-1975),6,0,1975,2,0.0
198455,Sunshine Part II,The O'Jays (1-1975),6,0,1975,1,0.0
198816,Anyone Who Knows What Love Is (will understand),Irma Thomas (8-1964),6,0,1964,8,0.0
198849,Don't Leave Me Starvin' For Your Love (Part 1),Holland-Dozier (2-1973),6,0,1973,2,0.0
198945,A Fine Fine Boy,Darlene Love (11-1963),6,0,1963,11,0.0
198913,A Perfect Love,Frankie Avalon (1-1961),6,0,1961,1,0.0
198926,Cry Softly Lonely One,Roy Orbison (9-1967),6,0,1967,9,0.0
198919,Satisfied With You,The Dave Clark Five (9-1966),6,0,1966,9,0.0
198918,Come Tomorrow,Manfred Mann (3-1965),6,0,1965,3,0.0
198813,Ain't Doing Too Bad (Part 1),Bobby Bland (11-1964),6,0,1964,11,0.0
198704,Pictures Of Lily,The Who (8-1967),6,0,1967,8,0.0
198810,"America, Communicate With Me",Ray Stevens (8-1970),6,0,1970,8,0.0
198803,Bite Your Lip (Get up and dance!),Elton John (3-1977),6,0,1977,3,0.0
199602,Day For Decision,Johnny Sea (7-1966),6,0,1966,7,0.0
199603,Poor Baby,The Cowsills (10-1968),6,0,1968,10,0.0
200449,Black Night,Deep Purple (1-1971),6,0,1971,1,0.0
200446,"Baby, Do The Philly Dog",The Olympics (11-1966),6,0,1966,11,0.0
200445,Son Of A Lovin' Man,Buchanan Brothers (10-1969),6,0,1969,10,0.0
200444,Cryin' In The Streets (Part 1),George Perkins & The Silver Stars (5-1970),6,0,1970,5,0.0
200438,Capture The Moment,Jay & The Americans (5-1970),6,0,1970,5,0.0
200463,"Boo, Boo, Don't 'Cha Be Blue",Tommy James (3-1973),6,0,1973,3,0.0
200433,Somebody Like Me,Eddy Arnold (11-1966),6,0,1966,11,0.0
200407,Delta Lady,Joe Cocker (11-1969),6,0,1969,11,0.0
200471,Painted Picture,Commodores (1-1983),6,0,1983,1,0.0
200525,Snow Flake,Jim Reeves (2-1966),6,0,1966,2,0.0
200524,A Lifetime Of Loneliness,Jackie DeShannon (11-1965),6,0,1965,11,0.0
200518,Our Everlasting Love,Ruby And The Romantics (4-1964),6,0,1964,4,0.0
200536,Skate Now,Lou Courtney (3-1967),6,0,1967,3,0.0
200489,Strange Feeling,Billy Stewart (11-1963),6,0,1963,11,0.0
200508,Are You A Boy Or Are You A Girl,The Barbarians (10-1965),6,0,1965,10,0.0
200506,Can't Give You Anything (but My Love),The Stylistics (8-1975),6,0,1975,8,0.0
200502,Baby's First Christmas,Connie Francis (1-1962),6,0,1962,1,0.0
200283,Back In Love Again,The Buckinghams (7-1968),6,0,1968,7,0.0
200281,(We've Got) Honey Love,Martha Reeves & The Vandellas (5-1969),6,0,1969,5,0.0
200280,Surf Party,Chubby Checker (8-1963),6,0,1963,8,0.0
200279,So Excited,B.B. King (5-1970),6,0,1970,5,0.0
200278,Save All Your Lovin' For Me,Brenda Lee (10-1962),6,0,1962,10,0.0
200308,Rock And Roll All Nite,KISS (6-1975),6,0,1975,6,0.0
200306,Cinderella Rockefella,Esther & Abi Ofarim (5-1968),6,0,1968,5,0.0
200298,Don't Let Her Be Your Baby,The Contours (5-1963),6,0,1963,5,0.0
200276,Diddle-Dee-Dum (What Happens When Your Love Has Gone),The Belmonts (12-1962),6,0,1962,12,0.0
200274,Someone Belonging To Someone,Bee Gees (9-1983),6,0,1983,9,0.0
200250,"One, Two, Three",Ramsey Lewis (3-1967),6,0,1967,3,0.0
200371,Soul Time,Shirley Ellis (4-1967),6,0,1967,4,0.0
200362,Said I Wasn't Gonna Tell Nobody,Sam & Dave (10-1966),6,0,1966,10,0.0
200360,The Bird Man,The Highwaymen (8-1962),6,0,1962,8,0.0
200359,D-I-V-O-R-C-E,Tammy Wynette (7-1968),6,0,1968,7,0.0
200376,Anna (Go To Him),Arthur Alexander (12-1962),6,0,1962,12,0.0
200354,That's What Love Will Make You Do,Little Milton (3-1972),6,0,1972,3,0.0
200353,Candy To Me,Eddie Holland (10-1964),6,0,1964,10,0.0
200315,Ajax Airlines,Hudson and Landry (2-1972),6,0,1972,2,0.0
200350,Carry Me,David Crosby/Graham Nash (12-1975),6,0,1975,12,0.0
200553,Catfish,Four Tops (12-1976),6,0,1976,12,0.0
200765,Teardrops Will Fall,Dicky Doo And The Don'ts (3-1959),6,0,1959,3,0.0
200782,Set The Night On Fire,Oak (1-1981),6,0,1981,1,0.0
200771,Runnin' Blue,The Doors (10-1969),6,0,1969,10,0.0
200721,Chapel By The Sea,Billy Vaughn And His Orchestra (4-1962),6,0,1962,4,0.0
200728,(That's) What The Nitty Gritty Is,Shirley Ellis (3-1964),6,0,1964,3,0.0
200734,A Working Man's Prayer,Arthur Prysock (2-1968),6,0,1968,2,0.0
200733,Did You Ever,The Hullaballoos (3-1965),6,0,1965,3,0.0
200844,Sweet Chile,Sheb Wooley (7-1959),6,0,1959,7,0.0
200841,All My Trials,Ray Stevens (10-1971),6,0,1971,10,0.0
200838,A Star Is Born (A Love Has Died),Mark Dinning (5-1960),6,0,1960,5,0.0
200831,Don't Forget About Me,Dusty Springfield (4-1969),6,0,1969,4,0.0
200855,Baby What Do You Want Me To Do,Barbara Lewis (12-1966),6,0,1966,12,0.0
200853,Alvin's Boo-Ga-Loo,Alvin Cash & The Registers (12-1966),6,0,1966,12,0.0
200827,Big Mistake,Peter Cetera (2-1987),6,0,1987,2,0.0
200801,Can't You See,The Marshall Tucker Band (9-1977),6,0,1977,9,0.0
200800,Surfin,The Beach Boys (3-1962),6,0,1962,3,0.0
200797,Anytime (I'll Be There),Frank Sinatra (5-1975),6,0,1975,5,0.0
200789,Do Unto Me,James & Bobby Purify (2-1968),6,0,1968,2,0.0
200808,Can You Feel It,Bobby Goldsboro (5-1970),6,0,1970,5,0.0
200823,Sit Yourself Down,Stephen Stills (4-1971),6,0,1971,4,0.0
200608,The Ferris Wheel,The Everly Brothers (7-1964),6,0,1964,7,0.0
200613,Darling Take Me Back,Lenny Welch (7-1965),6,0,1965,7,0.0
200620,Cabaret,Herb Alpert & The Tijuana Brass (5-1968),6,0,1968,5,0.0
200564,Constant Rain (Chove Chuva),Sergio Mendes & Brasil '66 (1-1967),6,0,1967,1,0.0
200562,All To Myself,Dan + Shay (6-2019),6,0,2019,6,0.0
200581,Por Amor Viviremos,Captain & Tennille (9-1975),6,0,1975,9,0.0
200677,Roses And Rainbows,Danny Hutton (11-1965),6,0,1965,11,0.0
200646,Amapola,Jacky Noguez And His Orchestra (2-1960),6,0,1960,2,0.0
200640,Play On Love,Jefferson Starship (1-1976),6,0,1976,1,0.0
200664,"Carry Me, Carrie",Dr. Hook And The Medicine Show (10-1972),6,0,1972,10,0.0
200658,Come Back Home,Bobby Goldsboro (8-1971),6,0,1971,8,0.0
200654,The Cat,Jimmy Smith (10-1964),6,0,1964,10,0.0
200653,Be What You Are,The Staple Singers (7-1973),6,0,1973,7,0.0
200236,Shoes,Brook Benton With The Dixie Flyers (1-1971),6,0,1971,1,0.0
199811,Rain In My Heart,Frank Sinatra (2-1969),6,0,1969,2,0.0
199810,Porpoise Song,The Monkees (11-1968),6,0,1968,11,0.0
199801,Teenage Heaven,Johnny Cymbal (6-1963),6,0,1963,6,0.0
199891,Can You Please Crawl Out Your Window?,Bob Dylan (2-1966),6,0,1966,2,0.0
199888,So Long Dearie,Louis Armstrong (11-1964),6,0,1964,11,0.0
199885,The Burning Of Atlanta,Claude King (11-1962),6,0,1962,11,0.0
199882,Ski King,E.C. Beatty (10-1959),6,0,1959,10,0.0
199909,Breezin',George Benson (11-1976),6,0,1976,11,0.0
199906,"Back At The Chicken Shack, Part 1",Jimmy Smith (4-1963),6,0,1963,4,0.0
199905,A Little Bit Now (A Little Bit Later),The Majors (12-1962),6,0,1962,12,0.0
199902,Bluebirds Over The Mountain,The Beach Boys (1-1969),6,0,1969,1,0.0
199654,Pipe Dream,Blues Magoos (4-1967),6,0,1967,4,0.0
199616,8 X 10,Bill Anderson (9-1963),6,0,1963,9,0.0
199615,Baby Baby Baby,Anna King-Bobby Byrd (5-1964),6,0,1964,5,0.0
199611,Blistered/See Ruby Fall,Johnny Cash (12-1969),6,0,1969,12,0.0
199608,Six Man Band,The Association (9-1968),6,0,1968,9,0.0
199606,Canned Ham,Norman Greenbaum (7-1970),6,0,1970,7,0.0
199624,She's Coming Home,The Zombies (5-1965),6,0,1965,5,0.0
199623,Do You Think I'm Disco?,Steve Dahl And Teenage Radiation (10-1979),6,0,1979,10,0.0
199625,"Past, Present And Future",The Shangri-Las (7-1966),6,0,1966,7,0.0
199735,The Big Draft,The Four Preps (5-1962),6,0,1962,5,0.0
199696,Stir It Up And Serve It,Tommy Roe (4-1970),6,0,1970,4,0.0
199694,Please Pardon Me (You Remind Me Of A Friend),Rufus Featuring Chaka Khan (7-1975),6,0,1975,7,0.0
199703,Don't Let It Go To Your Head,Brand Nubian (11-1998),6,0,1998,11,0.0
199713,"Be Young, Be Foolish, Be Happy",The Tams (7-1968),6,0,1968,7,0.0
199704,Sound Asleep,The Turtles (4-1968),6,0,1968,4,0.0
200133,Almost Persuaded No. 2,Ben Colder (11-1966),6,0,1966,11,0.0
200129,Black Lassie (Featuring Johnny Stash),Cheech & Chong (12-1974),6,0,1974,12,0.0
200127,Country Wine,The Raiders (3-1972),6,0,1972,3,0.0
200124,African Waltz,Cannonball Adderley Orchestra (5-1961),6,0,1961,5,0.0
200138,Back Door Man,Derek (3-1969),6,0,1969,3,0.0
200149,Don't Go Near The Eskimos,Ben Colder (12-1962),6,0,1962,12,0.0
200143,Ain't That Just Like Me,The Searchers (5-1964),6,0,1964,5,0.0
200108,Bandit Of My Dreams,Eddie Hodges (3-1962),6,0,1962,3,0.0
200079,Ballad Of Easy Rider,The Byrds (12-1969),6,0,1969,12,0.0
200213,Can I Trust You?,The Bachelors (8-1966),6,0,1966,8,0.0
200212,3rd Man Theme,Herb Alpert & The Tijuana Brass (10-1965),6,0,1965,10,0.0
200211,Cap And Gown,Marty Robbins (7-1959),6,0,1959,7,0.0
200209,"Another Day, Another Heartache",The 5th Dimension (6-1967),6,0,1967,6,0.0
200206,Banapple Gas,Cat Stevens (3-1976),6,0,1976,3,0.0
200229,Please Say You're Fooling,Ray Charles and his Orchestra (12-1966),6,0,1966,12,0.0
200226,All The Love I've Got,Marv Johnson (7-1960),6,0,1960,7,0.0
200223,Pearly Shells (Popo O Ewa),Burl Ives (10-1964),6,0,1964,10,0.0
200220,Brooklyn Roads,Neil Diamond (6-1968),6,0,1968,6,0.0
200225,Sub-rosa Subway/calling Occupants,Klaatu (5-1977),6,0,1977,5,0.0
200168,(All I Have To Do Is) Dream,The Nitty Gritty Dirt Band (10-1975),6,0,1975,10,0.0
200165,Bring A Little Sunshine (To My Heart),Vic Dana (6-1965),6,0,1965,6,0.0
200164,Rules Of Love,The Orlons (6-1964),6,0,1964,6,0.0
200159,Dear Prudence,The 5 Stairsteps (4-1970),6,0,1970,4,0.0
200185,Can't Nobody Love You,Solomon Burke (8-1963),6,0,1963,8,0.0
199974,Surfer Joe,The Surfaris (10-1963),6,0,1963,10,0.0
199973,Six Boys And Seven Girls,Anita Bryant (10-1959),6,0,1959,10,0.0
199965,China Nights (Shina No Yoru),Kyu Sakamoto (9-1963),6,0,1963,9,0.0
199964,Brenda,The Cupids (8-1963),6,0,1963,8,0.0
199977,Peg O' My Heart,Robert Maxwell His Harp And Orchestra (7-1964),6,0,1964,7,0.0
199979,Our World,Blue Mink (10-1970),6,0,1970,10,0.0
199991,Secretly,The Lettermen (11-1965),6,0,1965,11,0.0
199990,T'ain't Nothin' To Me,The Coasters (5-1964),6,0,1964,5,0.0
200055,"Oooh, Baby Baby",The Five Stairsteps (7-1967),6,0,1967,7,0.0
200052,The Court Room,Clarence Carter (6-1971),6,0,1971,6,0.0
200051,Come On And Say It,The Grass Roots (10-1970),6,0,1970,10,0.0
200045,Baby You're So Fine,Mickey & Sylvia (9-1961),6,0,1961,9,0.0
200047,Sometimes You Gotta Cry A Little,Bobby Bland (8-1963),6,0,1963,8,0.0
200066,Slick,Willie Hutch (9-1973),6,0,1973,9,0.0
200064,The Feeling Is Right,Clarence Carter (7-1969),6,0,1969,7,0.0
200025,Crown Of Creation,Jefferson Airplane (12-1968),6,0,1968,12,0.0
200866,Run Sally Run,The Cuff Links (4-1970),6,0,1970,4,0.0
196676,Stardust,Nino Tempo & April Stevens (3-1964),6,0,1964,3,0.0
196465,The Composer,Diana Ross & The Supremes (5-1969),6,0,1969,5,0.0
197069,Country Girl - City Man,Billy Vera & Judy Clay (3-1968),6,0,1968,3,0.0
196894,A Banda (Ah Bahn-da),Herb Alpert & The Tijuana Brass (10-1967),6,0,1967,10,0.0
196265,Al-Di-La,The Ray Charles Singers (8-1964),6,0,1964,8,0.0
197946,Dedicated Follower Of Fashion,The Kinks (6-1966),6,0,1966,6,0.0
197714,A Man And A Half,Wilson Pickett (12-1968),6,0,1968,12,0.0
197716,Don't Stop It Now,Hot Chocolate (5-1976),6,0,1976,5,0.0
197818,That's What Love Is Made Of,The Miracles (10-1964),6,0,1964,10,0.0
198189,Airplane Song (My Airplane),The Royal Guardsmen (7-1967),6,0,1967,7,0.0
198291,Ballad Of You & Me & Pooneil,Jefferson Airplane (10-1967),6,0,1967,10,0.0
198290,The Dedication Song,Freddy Cannon (3-1966),6,0,1966,3,0.0
198064,Strawberry Shortcake,Jay And The Techniques (2-1968),6,0,1968,2,0.0
198060,Tapioca Tundra,The Monkees (4-1968),6,0,1968,4,0.0
198178,Soulshake,Peggy Scott & Jo Jo Benson (3-1969),6,0,1969,3,0.0
197233,Sunday For Tea,Peter And Gordon (4-1967),6,0,1967,4,0.0
197227,Stag-O-Lee,Wilson Pickett (12-1967),6,0,1967,12,0.0
197597,A Satisfied Mind,Bobby Hebb (11-1966),6,0,1966,11,0.0
197593,Since You Showed Me How To Be Happy,Jackie Wilson (12-1967),6,0,1967,12,0.0
197589,She Is Still A Mystery,The Lovin' Spoonful (12-1967),6,0,1967,12,0.0
155999,Hill Where The Lord Hides,Chuck Mangione (8-1971),6,0,1971,8,0.0
